review_id,reviewer_slot,should_interrupt,decision_confidence_1_5,timeliness_1_5,correctness_1_5,specificity_1_5,actionability_1_5,groundedness_1_5,plan_consistency_1_5,conciseness_1_5,safety_1_5,generic_flag,hallucination_flag,unsafe_flag,primary_error_type,notes,session_id,session_revision,confirmed_at
U0-0125,A,uncertain,3,3,4,4,3,4,3,4,4,no,no,no,stale,,1862206fbd777a04-c37a8927,1,2026-07-17T06:26:43+00:00
U0-0026,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,,891af79a51c57d53-7931c967,1,2026-07-17T06:27:31+00:00
U0-0027,A,no,5,5,,,,,,,,,,,,,dc07ae1154a60fdc-f3cd2162,1,2026-07-17T06:28:39+00:00
U0-0159,A,no,5,1,2,3,2,4,1,3,5,no,no,no,wrong_timing,,f4c33329955a5e7f-f887cb01,1,2026-07-17T06:31:25+00:00
U0-0028,A,uncertain,3,3,3,3,3,4,3,3,5,no,no,no,stale,,f4c33329955a5e7f-f887cb01,1,2026-07-17T06:31:25+00:00
U0-0143,A,yes,5,3,2,3,2,3,2,4,2,no,no,no,wrong_action,,d7d04813264380b5-5b474af3,1,2026-07-17T06:34:33+00:00
U0-0029,A,no,5,1,2,3,1,4,1,4,1,no,no,yes,premature,,d7d04813264380b5-5b474af3,1,2026-07-17T06:34:33+00:00
U0-0030,A,no,3,2,2,3,2,4,2,4,4,no,no,no,wrong_action,,12dfa2496c4ae46d-dc7ac276,1,2026-07-17T06:36:10+00:00
U0-0031,A,yes,5,5,2,3,2,1,2,3,4,no,yes,no,wrong_object,,5fdcf288e74afb70-08d8bb49,1,2026-07-17T06:50:04+00:00
U0-0032,A,no,4,4,2,3,1,4,1,4,3,no,no,no,wrong_timing,,008a392f0747e13b-f44af4d4,1,2026-07-17T06:51:15+00:00
U0-0033,A,yes,5,5,1,1,1,2,2,3,3,yes,no,no,generic,,d2618d834c9b96c8-a4aaad79,1,2026-07-17T06:52:04+00:00
U0-0034,A,no,5,1,1,1,1,1,1,3,3,no,no,no,wrong_timing,,e9203b673adb9f69-6746541f,1,2026-07-17T07:37:23+00:00
U0-0035,A,no,5,1,2,1,1,3,2,3,4,no,yes,no,hallucination,,3522c7b5cbdbe25d-9255289c,1,2026-07-17T06:53:56+00:00
U0-0036,A,uncertain,3,3,,,,,,,,,,,,,84d6970fcd68dd67-7d5e6e65,1,2026-07-17T06:37:17+00:00
U0-0037,A,uncertain,3,3,2,1,2,3,3,3,4,yes,no,no,generic,,a01249fa8a41722b-b1d8fb09,1,2026-07-17T06:38:09+00:00
U0-0038,A,uncertain,3,2,2,2,1,3,1,3,4,no,no,no,wrong_action,,4031482e3291f02b-a712e534,1,2026-07-17T07:38:46+00:00
U0-0199,A,yes,5,5,1,2,1,4,1,4,4,no,no,no,wrong_action,,4031482e3291f02b-a712e534,1,2026-07-17T07:38:46+00:00
U0-0039,A,yes,5,5,2,3,2,4,1,3,4,no,no,no,wrong_action,用户没有按要求拉伸完右手就换手,9abf47152bb7309d-ef1ec5ec,1,2026-07-17T07:40:46+00:00
U0-0040,A,no,5,1,2,2,1,3,2,3,4,no,no,no,wrong_timing,,e0deb53ced2f4fe0-bfc0a3a8,1,2026-07-17T07:43:59+00:00
U0-0041,A,no,5,1,1,1,1,1,1,3,3,yes,no,no,wrong_timing,,33a95b223d81ab5d-a2dc8b61,1,2026-07-17T07:04:15+00:00
U0-0042,A,yes,5,5,2,3,2,2,3,4,4,no,no,no,wrong_action,,932ea5bd09bba1c7-fb2580ca,1,2026-07-17T07:02:03+00:00
U0-0044,A,yes,5,1,,,,,,,,,,,,,16b74672db8025bb-68cd2c6b,1,2026-07-17T07:03:29+00:00
U0-0167,A,no,4,1,1,1,1,2,2,3,4,yes,no,no,premature,,16b74672db8025bb-68cd2c6b,1,2026-07-17T07:03:29+00:00
U0-0045,A,no,3,3,2,2,1,2,2,3,3,yes,no,no,wrong_timing,,5ffb0890d41b657b-919e5cd6,1,2026-07-17T07:05:28+00:00
U0-0046,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,70fe7910369441cb-89d5f2d3,1,2026-07-17T07:06:49+00:00
U0-0118,A,no,5,1,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,70fe7910369441cb-89d5f2d3,1,2026-07-17T07:06:49+00:00
U0-0047,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,822f4439932ecf6a-d3ac829c,1,2026-07-17T07:07:13+00:00
U0-0048,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,加了盐还没搅拌，正准备搅拌,136ec63c00695767-f80c1a54,1,2026-07-17T07:08:00+00:00
U0-0049,A,no,4,1,1,1,1,2,1,3,3,yes,no,no,wrong_timing,,fcd7ac944675ba99-a891b2e7,1,2026-07-17T07:01:12+00:00
U0-0050,A,uncertain,3,3,1,1,2,2,2,3,4,yes,no,no,generic,,b599b3a879ce1783-d61dda55,1,2026-07-17T07:08:37+00:00
U0-0160,A,yes,5,5,1,1,2,2,2,3,4,yes,no,no,generic,,0e7a1aa0bc246683-29af396f,1,2026-07-17T06:59:19+00:00
U0-0051,A,yes,4,4,1,1,2,2,2,3,4,yes,no,no,generic,,0e7a1aa0bc246683-29af396f,1,2026-07-17T06:59:19+00:00
U0-0052,A,no,5,5,,,,,,,,,,,,,90d533170e9c1373-4eb3538e,1,2026-07-17T06:59:35+00:00
U0-0053,A,uncertain,3,3,3,3,2,4,3,4,3,no,no,no,wrong_action,,59f325da8667be52-32454662,1,2026-07-17T06:41:32+00:00
U0-0054,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,733c295802e59c9a-9b670dc7,1,2026-07-17T06:42:40+00:00
U0-0095,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,733c295802e59c9a-9b670dc7,1,2026-07-17T06:42:40+00:00
U0-0055,A,no,4,4,,,,,,,,,,,,,29c6acf1a701deca-b5501b90,1,2026-07-17T07:00:05+00:00
U0-0056,A,yes,3,3,4,4,4,4,4,4,5,no,no,no,none,,0d2c47b8b45472e6-26915248,1,2026-07-17T06:43:31+00:00
U0-0057,A,no,4,2,2,2,2,3,2,4,4,no,no,no,wrong_timing,,b27e74ddecbb7bec-d6c11025,1,2026-07-17T06:44:39+00:00
U0-0141,A,yes,4,1,,,,,,,,,,,,,f8de5ddb8ff95a04-a53347e7,1,2026-07-17T06:45:55+00:00
U0-0058,A,yes,4,4,1,1,1,2,2,3,4,yes,no,no,generic,,f8de5ddb8ff95a04-a53347e7,1,2026-07-17T06:45:55+00:00
U0-0059,A,yes,5,5,1,1,1,2,2,3,4,yes,no,no,generic,,6ccc91b5ec93b34f-c393f9e2,1,2026-07-17T07:00:23+00:00
U0-0060,A,no,5,1,2,3,1,3,1,3,4,no,no,no,wrong_timing,仍在缠绕毛线，动作还未完成,b4bac0ea2c14e92a-8fa6ea65,1,2026-07-17T07:09:53+00:00
U0-0061,A,yes,5,5,1,1,2,3,3,3,4,yes,no,no,generic,,cfcac7de1fca4d8d-f398a815,1,2026-07-17T06:38:51+00:00
U0-0062,A,yes,5,5,5,4,4,5,4,5,5,no,no,no,none,,185cc0116eb5dd32-26885267,1,2026-07-17T06:39:57+00:00
U0-0063,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,不应介入，混合冷冻水果块刚拿出来在手上，还没放到砧板上,60761e778b60f93b-544f936d,1,2026-07-17T07:11:00+00:00
U0-0064,A,no,4,1,2,3,1,4,1,4,4,no,no,no,wrong_timing,,91bb11d60b173c2f-debeca81,1,2026-07-17T07:12:47+00:00
U0-0093,A,no,3,1,1,1,1,2,2,4,3,no,yes,no,hallucination,冰箱上的旋钮还没出现,91bb11d60b173c2f-debeca81,1,2026-07-17T07:12:47+00:00
U0-0065,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,,4affc43ddd19ad2c-e9b33ac9,1,2026-07-17T07:13:18+00:00
U0-0066,A,yes,4,4,2,4,3,3,3,4,4,no,no,no,stale,,424e376f6c5d3b7a-d9bf126c,1,2026-07-17T07:45:21+00:00
U0-0067,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,e3c96c1627710e00-774b04af,1,2026-07-17T06:46:32+00:00
U0-0068,A,no,5,5,,,,,,,,,,,,,fa8e2cabc2dc4fc9-8d42cf11,1,2026-07-17T07:47:26+00:00
U0-0069,A,uncertain,3,3,,,,,,,,,,,,,9d8733825f2d1b80-6d1839ac,1,2026-07-17T06:47:05+00:00
U0-0070,A,yes,4,1,,,,,,,,,,,,,4248b0a8cbe5cf92-2d1709c7,1,2026-07-17T06:47:23+00:00
U0-0071,A,yes,4,4,2,3,2,4,3,4,1,no,no,yes,wrong_action,,eb59a469b3ac920b-ccf07527,1,2026-07-17T06:48:27+00:00
U0-0072,A,yes,5,4,2,3,1,1,1,3,4,no,yes,no,hallucination,,096ac5a885857526-6afcd13d,1,2026-07-17T06:49:07+00:00
U0-0073,A,yes,5,5,1,2,1,4,1,3,1,no,no,yes,unsafe,指导错误且可能造成人身危害,c8de43fef9d332e1-7d240df2,1,2026-07-17T07:49:08+00:00
U0-0074,A,yes,3,3,1,1,1,2,2,3,4,yes,no,no,generic,,f4b2e6ba35043fc6-3df8bc8c,1,2026-07-17T07:20:50+00:00
U0-0075,A,yes,5,1,,,,,,,,,,,,,53d963241050526d-8f5ccef8,1,2026-07-17T07:50:08+00:00
U0-0076,A,no,5,1,1,1,1,2,1,3,3,yes,no,no,wrong_timing,,17e3cb885c9d4a9f-128a943f,1,2026-07-17T07:51:03+00:00
U0-0077,A,yes,5,5,3,3,3,3,3,3,2,no,no,no,wrong_action,,e6e5d83c44d373b2-acb7c9f8,1,2026-07-17T07:52:40+00:00
U0-0078,A,uncertain,3,3,,,,,,,,,,,,,181cf339d5b6fc7a-f27347c6,1,2026-07-17T07:53:17+00:00
U0-0079,A,no,5,1,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,cba0787dd64384ae-d3ef7f4b,1,2026-07-17T07:53:40+00:00
U0-0080,A,no,3,2,2,2,2,2,2,3,4,no,yes,no,hallucination,,a600e1ee58f6e90e-92dd99a6,1,2026-07-17T07:55:03+00:00
U0-0081,A,yes,5,5,1,2,1,1,1,3,3,no,yes,no,hallucination,明显幻觉，说的话和任务完全无关,d5ed5a8283b24eba-f4aca6ff,1,2026-07-17T07:25:17+00:00
U0-0082,A,yes,3,3,2,1,1,1,1,3,3,no,yes,no,hallucination,新门档还没靠好，无法执行拧紧步骤,e617633267e59431-57a56486,1,2026-07-17T07:24:08+00:00
U0-0083,A,yes,5,5,5,4,5,5,5,5,5,no,no,no,none,,d09da942f934856a-f95f5fd9,1,2026-07-17T07:55:30+00:00
U0-0084,A,no,5,1,1,1,1,2,2,3,4,yes,no,no,wrong_timing,冰块和牛奶还没加入完毕，不应该介入,d7cbab825d4eec1a-e2a1ddc6,1,2026-07-17T07:56:28+00:00
U0-0085,A,no,5,5,,,,,,,,,,,,,c61524307dd6ab09-f388ef98,1,2026-07-17T07:57:07+00:00
U0-0086,A,no,4,5,,,,,,,,,,,,,04d7bcbd7e28c6dc-1d42bd46,1,2026-07-17T07:57:33+00:00
U0-0087,A,no,5,5,,,,,,,,,,,,,2f208880e04c7c9b-f1723d1f,1,2026-07-17T07:59:13+00:00
U0-0088,A,no,5,5,,,,,,,,,,,,,235e6ec7c54cad76-896e7b80,1,2026-07-17T07:59:25+00:00
U0-0089,A,yes,5,5,1,3,1,2,1,3,2,no,no,yes,wrong_action,,4e45aa0b7b1cefbc-fcff7978,1,2026-07-17T08:00:10+00:00
U0-0090,A,yes,4,4,1,1,1,2,2,3,4,yes,no,no,generic,,8b90e65b465f2508-0e74dc95,1,2026-07-17T08:00:54+00:00
U0-0091,A,no,3,2,3,3,2,4,3,4,4,no,no,no,wrong_timing,,07b99132cfca55ee-3db96677,1,2026-07-17T08:02:05+00:00
U0-0092,A,yes,5,5,3,4,4,3,4,4,4,no,no,no,none,,af27f2e6ff292d4d-90ba6b54,1,2026-07-17T08:04:47+00:00
U0-0124,A,yes,3,4,1,1,1,2,2,3,4,no,no,no,wrong_action,,af27f2e6ff292d4d-90ba6b54,1,2026-07-17T08:04:47+00:00
U0-0094,A,no,5,5,,,,,,,,,,,,,2590c2cacdf4a6c2-65f945c6,1,2026-07-17T08:05:06+00:00
U0-0096,A,no,5,1,1,1,1,1,2,3,4,yes,no,no,wrong_timing,,0b4dd0cf02c47a4c-585fe975,1,2026-07-17T08:05:37+00:00
U0-0097,A,yes,5,5,1,1,1,1,2,3,4,yes,no,no,generic,,319063b5835634fe-63454c01,1,2026-07-17T08:06:40+00:00
U0-0098,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,80083bc2e1af840f-95be32f0,1,2026-07-17T08:07:06+00:00
U0-0099,A,no,5,1,2,3,1,4,1,4,4,no,no,no,stale,,fba33dd3a93a3cb1-5b3b6185,1,2026-07-17T08:07:53+00:00
U0-0100,A,no,5,5,,,,,,,,,,,,,4cb1a0fbdeaba951-e0621599,1,2026-07-17T08:10:05+00:00
U0-0101,A,no,3,2,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,e5a1fae29e61a4e9-086a2b87,1,2026-07-17T08:12:13+00:00
U0-0102,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,f23939aec00dae2a-6c4c64c9,1,2026-07-17T08:12:57+00:00
U0-0103,A,yes,5,5,1,1,1,2,1,3,4,yes,no,no,generic,用户去做其他事情，应该及时纠正,4ad436063d96fea1-ebda2ade,1,2026-07-17T08:14:23+00:00
U0-0104,A,no,5,1,1,1,1,1,2,3,3,yes,no,no,wrong_timing,,8c2572f5ad2b0fb8-81b5ed8c,1,2026-07-17T08:23:37+00:00
U0-0105,A,yes,5,5,1,1,2,2,2,3,4,yes,no,no,generic,,2eb730c7f48154f6-3055cee3,1,2026-07-17T08:24:18+00:00
U0-0106,A,yes,5,1,,,,,,,,,,,,,b6e4f82a0f050d96-853ceb01,1,2026-07-17T08:25:16+00:00
U0-0107,A,no,5,1,1,1,1,1,1,3,2,yes,no,no,wrong_timing,,2c898865d2824341-76887b80,1,2026-07-17T08:26:55+00:00
U0-0108,A,no,5,1,1,1,1,2,1,4,4,no,yes,no,premature,纸飞机还没有折完,a480e49e44ba04b5-08a80639,1,2026-07-17T08:28:11+00:00
U0-0109,A,no,5,1,1,1,1,1,1,3,1,yes,no,no,wrong_timing,,86f3d55356270dfc-fe5f633e,1,2026-07-17T08:29:00+00:00
U0-0111,A,no,3,2,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,bff70d917a9eecd7-a48a1d68,1,2026-07-17T08:29:33+00:00
U0-0112,A,yes,5,5,1,1,2,2,3,4,4,yes,no,no,generic,,1921a8ff5ff4da14-155784c9,1,2026-07-17T08:30:11+00:00
U0-0113,A,uncertain,3,3,1,1,1,1,1,3,3,yes,no,no,generic,,e6cf2d5884653792-99b450fc,1,2026-07-17T08:32:18+00:00
U0-0114,A,no,5,1,1,1,1,1,1,2,4,no,yes,no,hallucination,出现了幻觉，尚未出现搜索结果,c243716b87e66d96-f821ce45,1,2026-07-17T08:34:11+00:00
U0-0115,A,no,5,1,1,1,1,1,1,3,4,no,no,no,wrong_timing,,175bd7e36afe2fb1-590da5f2,1,2026-07-17T08:47:23+00:00
U0-0116,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,0b188aff54b23521-5dcd3301,1,2026-07-17T08:48:03+00:00
U0-0117,A,yes,4,4,4,3,3,4,4,4,4,no,no,no,none,,99b41b274db14f16-58178ac1,1,2026-07-17T09:57:43+00:00
U0-0119,A,no,5,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,b1d18dfae411e5b6-c5f40b0e,1,2026-07-17T09:27:48+00:00
U0-0120,A,uncertain,4,3,3,3,3,4,3,4,4,no,no,no,other,,14f7ae08d9edfb96-d228fca1,1,2026-07-17T09:15:43+00:00
U0-0121,A,uncertain,3,3,,,,,,,,,,,,,93369104441c8bdd-c41cc80b,1,2026-07-17T09:16:45+00:00
U0-0122,A,no,5,2,1,2,1,2,1,4,4,no,no,no,wrong_timing,,505edd30646d7a51-87aa558a,1,2026-07-17T09:20:16+00:00
U0-0123,A,no,4,1,3,3,2,4,3,4,5,no,no,no,stale,,9e97874daed5852e-1ae55cb1,1,2026-07-17T09:21:35+00:00
U0-0126,A,yes,5,5,4,4,5,5,5,5,5,no,no,no,none,,8c7588f2a424b8fd-d2a3cf7d,1,2026-07-17T09:22:32+00:00
U0-0127,A,yes,4,4,1,1,1,2,2,3,4,yes,no,no,generic,,e243dd75d82b5ef5-6644a68e,1,2026-07-17T09:23:43+00:00
U0-0128,A,yes,5,5,1,1,1,2,3,4,4,yes,no,no,generic,,46fb9be9147b08ef-0f03bf06,1,2026-07-17T09:25:12+00:00
U0-0129,A,yes,5,5,5,4,5,5,5,5,5,no,no,no,none,,4d459d476b184b3b-e521f236,1,2026-07-17T09:58:56+00:00
U0-0130,A,yes,5,5,1,1,1,1,1,3,3,yes,no,no,generic,,fc264c696a11a50c-6901e34f,1,2026-07-17T09:29:13+00:00
U0-0131,A,uncertain,3,3,,,,,,,,,,,,,ddd45588155515b7-7c85a543,1,2026-07-17T09:29:35+00:00
U0-0132,A,yes,5,5,1,1,1,1,1,3,4,yes,no,no,generic,,25dc3fd5b95232e8-e934c858,1,2026-07-17T09:30:12+00:00
U0-0133,A,no,5,1,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,76f6a9c88251a6e7-f119ae4a,1,2026-07-17T09:50:07+00:00
U0-0134,A,no,5,2,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,8f693926d354be4e-6940f1c3,1,2026-07-17T10:00:49+00:00
U0-0135,A,yes,5,5,4,3,4,4,5,4,5,no,no,no,none,,b8fd1f910f46eba8-98cce895,1,2026-07-17T09:30:49+00:00
U0-0136,A,no,5,5,,,,,,,,,,,,,fb9d3b11c2278193-8f319333,1,2026-07-17T09:53:11+00:00
U0-0137,A,yes,5,5,1,1,1,2,2,3,4,yes,no,no,generic,,91303fcf06530363-1091f347,1,2026-07-17T09:36:34+00:00
U0-0138,A,no,5,1,1,1,1,1,2,3,4,yes,no,no,wrong_timing,,7acfba838209ca7d-2f7bb17f,1,2026-07-17T09:37:08+00:00
U0-0139,A,yes,5,1,,,,,,,,,,,,,e39c79a85a659d6a-e5e00010,1,2026-07-17T09:37:45+00:00
U0-0140,A,yes,3,3,2,2,1,2,2,4,3,no,no,no,wrong_timing,,c5ae58e40e8b0caa-74b89d79,1,2026-07-17T09:38:36+00:00
U0-0142,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,cd4cf4fa16f8bc56-46d97e76,1,2026-07-17T09:48:00+00:00
U0-0144,A,no,5,1,2,2,1,2,2,3,1,no,no,yes,premature,,cfa3002990f24a07-60d85bac,1,2026-07-17T09:45:30+00:00
U0-0145,A,no,5,1,1,1,1,1,1,3,3,yes,no,no,wrong_timing,,55f4d40026db8f8a-9b3b42f3,1,2026-07-17T09:46:05+00:00
U0-0146,A,no,4,1,1,1,1,1,1,4,4,yes,no,no,wrong_timing,,993b650b92312576-b6daad0b,1,2026-07-17T09:54:50+00:00
U0-0147,A,yes,5,5,5,4,5,5,5,5,5,no,no,no,none,,995408ac589c3d17-2ab7236f,1,2026-07-17T09:48:43+00:00
U0-0148,A,no,5,5,,,,,,,,,,,,,7780858e86198cb7-07fb1030,1,2026-07-17T06:55:32+00:00
U0-0150,A,no,5,1,1,1,1,4,1,4,3,no,no,no,stale,,da4ac778f470dbb5-e4f66aac,1,2026-07-17T06:57:07+00:00
U0-0151,A,yes,3,3,1,1,1,2,2,3,4,yes,no,no,generic,,fd0da78e30963e61-4b87a707,1,2026-07-17T08:51:37+00:00
U0-0152,A,no,5,1,2,2,2,3,3,4,4,no,yes,no,wrong_timing,应用还未找到便让进行下一步,381357a6b6652eac-fa99645b,1,2026-07-17T08:53:50+00:00
U0-0153,A,yes,3,3,4,4,4,4,4,4,5,no,no,no,none,,23534bf4ec3530a3-4511e6a5,1,2026-07-17T08:56:15+00:00
U0-0154,A,yes,5,2,,,,,,,,,,,,,126b5c0d5744b44c-e9bedc1b,1,2026-07-17T08:56:45+00:00
U0-0155,A,yes,5,1,,,,,,,,,,,,上一步骤已经完成，应该介入,5f9f657fada16d4a-07fdd4c8,1,2026-07-17T08:57:18+00:00
U0-0156,A,yes,4,4,1,1,1,2,2,3,4,yes,no,no,generic,,343ad98d329ac9b0-70b707bd,1,2026-07-17T08:58:31+00:00
U0-0157,A,no,3,4,1,1,1,3,2,4,3,no,no,no,hallucination,,4fc1922db3df47c4-cc6c7cae,1,2026-07-17T09:02:51+00:00
U0-0174,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,4fc1922db3df47c4-cc6c7cae,1,2026-07-17T09:02:51+00:00
U0-0158,A,uncertain,3,3,2,2,2,2,3,4,4,no,no,no,wrong_timing,,e37f1607af3e8239-612ebc67,1,2026-07-17T09:04:16+00:00
U0-0161,A,no,5,1,1,2,2,1,2,4,4,no,yes,no,hallucination,三角形还没切割好，介入却说切割好的三角形,908edba416baccfe-7355675f,1,2026-07-17T09:05:35+00:00
U0-0162,A,yes,5,2,,,,,,,,,,,,,8247c850100cdec9-caf9fa90,1,2026-07-17T09:06:44+00:00
U0-0163,A,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,b00c7a882446587f-0217e2ef,1,2026-07-17T08:20:06+00:00
U0-0164,A,no,4,1,1,1,1,2,1,3,4,yes,no,no,wrong_timing,,96a70936bccea9bd-229893dd,1,2026-07-17T08:20:53+00:00
U0-0165,A,yes,5,5,1,1,1,2,2,3,4,yes,no,no,generic,,aac31709beff7418-2ed6b9f5,1,2026-07-17T08:21:28+00:00
U0-0166,A,no,5,1,1,1,1,2,1,4,4,yes,no,no,wrong_timing,,7ce7fef418c428d6-db73f619,1,2026-07-17T09:08:12+00:00
U0-0168,A,yes,5,5,1,1,2,2,3,3,4,yes,no,no,generic,,6347a62131c3b60e-5ac68a3f,1,2026-07-17T09:46:57+00:00
U0-0191,A,uncertain,3,3,1,1,1,1,1,3,3,yes,no,no,generic,,4bfdcea4656475d2-125ae6ce,1,2026-07-17T10:02:17+00:00
U0-0169,A,no,4,2,2,3,2,3,2,4,4,no,no,no,wrong_timing,,4bfdcea4656475d2-125ae6ce,1,2026-07-17T10:02:17+00:00
U0-0170,A,yes,5,5,1,1,1,1,1,3,4,yes,no,no,generic,,6b116dacc9a80d0d-0cd0bb99,1,2026-07-17T09:43:40+00:00
U0-0171,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,,252ec8533cd8fdc1-c2e54368,1,2026-07-17T09:31:58+00:00
U0-0179,A,no,5,1,1,1,1,1,1,3,3,yes,no,no,wrong_timing,,252ec8533cd8fdc1-c2e54368,1,2026-07-17T09:31:58+00:00
U0-0172,A,no,3,3,,,,,,,,,,,,,7d6278d775aa962c-cfec8265,1,2026-07-17T09:32:38+00:00
U0-0173,A,no,5,1,1,1,1,1,1,4,4,yes,no,no,wrong_timing,,99d5ec76296211fd-3705c781,1,2026-07-17T09:42:10+00:00
U0-0175,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,,ca42dc98a92a0625-e3c5ecd3,1,2026-07-17T09:44:19+00:00
