review_id,reviewer_slot,should_interrupt,decision_confidence_1_5,timeliness_1_5,correctness_1_5,specificity_1_5,actionability_1_5,groundedness_1_5,plan_consistency_1_5,conciseness_1_5,safety_1_5,generic_flag,hallucination_flag,unsafe_flag,primary_error_type,notes,session_id,session_revision,confirmed_at
U0-0112,B,yes,5,3,1,1,1,4,2,3,4,yes,no,no,generic,,1921a8ff5ff4da14-155784c9,1,2026-07-17T11:59:17+00:00
U0-0113,B,yes,5,3,1,1,1,4,2,3,4,yes,no,no,generic,,e6cf2d5884653792-99b450fc,1,2026-07-17T12:05:17+00:00
U0-0114,B,no,4,2,1,3,3,4,3,3,4,no,no,no,wrong_object,,c243716b87e66d96-f821ce45,1,2026-07-17T12:07:09+00:00
U0-0115,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,175bd7e36afe2fb1-590da5f2,1,2026-07-17T12:07:48+00:00
U0-0116,B,no,4,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,,0b188aff54b23521-5dcd3301,1,2026-07-17T12:08:15+00:00
U0-0117,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,99b41b274db14f16-58178ac1,1,2026-07-17T12:09:03+00:00
U0-0119,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,b1d18dfae411e5b6-c5f40b0e,1,2026-07-17T12:09:55+00:00
U0-0120,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,14f7ae08d9edfb96-d228fca1,1,2026-07-17T12:16:06+00:00
U0-0121,B,no,4,4,,,,,,,,,,,,,93369104441c8bdd-c41cc80b,1,2026-07-17T12:16:31+00:00
U0-0122,B,no,4,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't poured in the honey and vanilla extract yet, so the assistant needs to remain silent.",505edd30646d7a51-87aa558a,1,2026-07-17T12:17:55+00:00
U0-0123,B,yes,4,3,3,4,4,4,3,3,4,no,no,no,stale,,9e97874daed5852e-1ae55cb1,1,2026-07-17T12:18:53+00:00
U0-0126,B,yes,5,4,4,4,4,4,4,4,4,no,no,no,none,,8c7588f2a424b8fd-d2a3cf7d,1,2026-07-17T12:19:29+00:00
U0-0127,B,yes,4,3,1,1,1,4,2,3,4,yes,no,no,generic,"The user hasn't attempted to tighten the screws of the toilet seat with a screwdriver, so the assistant needs to wait for the user's next move.",e243dd75d82b5ef5-6644a68e,1,2026-07-17T12:21:42+00:00
U0-0128,B,yes,5,4,1,1,1,4,2,3,4,yes,no,no,generic,,46fb9be9147b08ef-0f03bf06,1,2026-07-17T12:22:35+00:00
U0-0129,B,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,4d459d476b184b3b-e521f236,1,2026-07-17T12:23:19+00:00
U0-0130,B,yes,4,4,1,1,1,4,1,3,4,yes,no,no,generic,"The user has not installed the batteries, so the assistant needs to remind the user.",fc264c696a11a50c-6901e34f,1,2026-07-17T12:25:00+00:00
U0-0131,B,yes,5,5,,,,,,,,,,,,,ddd45588155515b7-7c85a543,1,2026-07-17T12:25:16+00:00
U0-0132,B,yes,5,5,1,1,1,4,1,3,4,yes,no,no,generic,,25dc3fd5b95232e8-e934c858,1,2026-07-17T12:25:41+00:00
U0-0133,B,yes,5,3,1,1,1,4,2,3,4,yes,no,no,generic,,76f6a9c88251a6e7-f119ae4a,1,2026-07-17T12:26:15+00:00
U0-0134,B,no,3,2,1,1,1,4,2,3,4,yes,no,no,generic,,8f693926d354be4e-6940f1c3,1,2026-07-17T12:27:22+00:00
U0-0135,B,yes,5,3,3,3,1,4,1,1,4,no,no,no,other,"No specific operating steps are provided, only brief hints.",b8fd1f910f46eba8-98cce895,1,2026-07-17T12:29:39+00:00
U0-0136,B,no,4,4,,,,,,,,,,,,,fb9d3b11c2278193-8f319333,1,2026-07-17T12:30:27+00:00
U0-0137,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,91303fcf06530363-1091f347,1,2026-07-17T12:30:57+00:00
U0-0138,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,7acfba838209ca7d-2f7bb17f,1,2026-07-17T12:32:02+00:00
U0-0139,B,yes,4,4,,,,,,,,,,,,,e39c79a85a659d6a-e5e00010,1,2026-07-17T12:32:49+00:00
U0-0140,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,c5ae58e40e8b0caa-74b89d79,1,2026-07-17T12:33:36+00:00
U0-0142,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,cd4cf4fa16f8bc56-46d97e76,1,2026-07-17T12:34:16+00:00
U0-0144,B,no,4,4,1,1,1,4,4,3,4,no,no,no,wrong_timing,,cfa3002990f24a07-60d85bac,1,2026-07-17T12:34:58+00:00
U0-0145,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,55f4d40026db8f8a-9b3b42f3,1,2026-07-17T12:35:29+00:00
U0-0146,B,yes,4,3,1,1,1,4,2,3,4,yes,no,no,generic,,993b650b92312576-b6daad0b,1,2026-07-17T12:36:15+00:00
U0-0147,B,yes,4,4,3,4,4,4,3,3,4,no,no,no,wrong_action,,995408ac589c3d17-2ab7236f,1,2026-07-17T12:36:51+00:00
U0-0148,B,no,4,4,,,,,,,,,,,,,7780858e86198cb7-07fb1030,1,2026-07-17T12:37:18+00:00
U0-0150,B,no,4,1,1,1,1,4,2,3,4,no,no,no,stale,,da4ac778f470dbb5-e4f66aac,1,2026-07-17T12:37:48+00:00
U0-0151,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,fd0da78e30963e61-4b87a707,1,2026-07-17T12:38:32+00:00
U0-0152,B,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,381357a6b6652eac-fa99645b,1,2026-07-17T12:39:05+00:00
U0-0153,B,no,4,2,3,3,3,4,4,3,4,no,no,no,premature,,23534bf4ec3530a3-4511e6a5,1,2026-07-17T12:40:05+00:00
U0-0154,B,yes,5,1,,,,,,,,,,,,,126b5c0d5744b44c-e9bedc1b,1,2026-07-17T12:40:23+00:00
U0-0155,B,yes,5,1,,,,,,,,,,,,,5f9f657fada16d4a-07fdd4c8,1,2026-07-17T12:40:37+00:00
U0-0156,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,343ad98d329ac9b0-70b707bd,1,2026-07-17T12:41:31+00:00
U0-0157,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,4fc1922db3df47c4-cc6c7cae,1,2026-07-17T12:43:11+00:00
U0-0174,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,4fc1922db3df47c4-cc6c7cae,1,2026-07-17T12:43:11+00:00
U0-0158,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,e37f1607af3e8239-612ebc67,1,2026-07-17T12:45:32+00:00
U0-0161,B,no,5,2,4,4,4,4,4,4,4,no,no,no,wrong_timing,,908edba416baccfe-7355675f,1,2026-07-17T12:47:00+00:00
U0-0162,B,yes,4,2,,,,,,,,,,,,,8247c850100cdec9-caf9fa90,1,2026-07-17T12:47:28+00:00
U0-0163,B,no,4,3,3,4,4,4,3,4,4,no,no,no,stale,,b00c7a882446587f-0217e2ef,1,2026-07-17T12:48:16+00:00
U0-0164,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,96a70936bccea9bd-229893dd,1,2026-07-17T12:50:16+00:00
U0-0165,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,aac31709beff7418-2ed6b9f5,1,2026-07-17T12:50:31+00:00
U0-0166,B,no,5,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't placed the shoes on the shoe tray yet, so the assistant should wait.",7ce7fef418c428d6-db73f619,1,2026-07-17T12:52:24+00:00
U0-0168,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,6347a62131c3b60e-5ac68a3f,1,2026-07-17T12:52:55+00:00
U0-0191,B,no,4,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't trimmed the excess twine nor attached the decorative buttons, so the assistant should keep waiting.",4bfdcea4656475d2-125ae6ce,1,2026-07-17T12:55:00+00:00
